Page title and screen class,Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
San Pedro de Atacama | Chile | Archaeolist,/sites/chile/san-pedro-de-atacama,3,3,1,34.666666666666664,10,0,0
Saritphong Dam | Thailand | Archaeolist,/sites/thailand/saritphong-dam,3,3,1,12,9,0,0
"Sawiri, Lebanon | Lebanon | Archaeolist",/sites/lebanon/sawiri-lebanon,3,3,1,5,14,0,0
Scutchamer Knob | United Kingdom | Archaeolist,/sites/united-kingdom/scutchamer-knob,3,3,1,1.6666666666666667,15,0,0
Sedan Beehive stone huts | South Africa | Archaeolist,/sites/south-africa/sedan-beehive-stone-huts,3,3,1,12.333333333333334,9,0,0
Seta Hills Production Sites | Japan | Archaeolist,/sites/japan/seta-hills-production-sites,3,3,1,6.666666666666667,8,0,0
Shamokin (village) | United States | Archaeolist,/sites/united-states/shamokin-village,3,3,1,0.6666666666666666,11,0,0
Shellal | Egypt | Archaeolist,/sites/egypt/shellal,3,1,3,0,7,0,0
Shengle | China | Archaeolist,/sites/china/shengle,3,4,0.75,13.75,8,0,0
Shoofly Village Ruin | United States | Archaeolist,/sites/united-states/shoofly-village-ruin,3,3,1,72.33333333333333,11,0,0
Sidi Bennour | Morocco | Archaeolist,/sites/morocco/sidi-bennour,3,3,1,0,9,0,0
Siga | Algeria | Archaeolist,/sites/algeria/siga,3,3,1,0,9,0,0
"Sila, Abu Dhabi | the United Arab Emirates | Archaeolist",/sites/the-united-arab-emirates/sila-abu-dhabi,3,3,1,2.3333333333333335,11,0,0
Sinuessa | Italy | Archaeolist,/sites/italy/sinuessa,3,3,1,3.6666666666666665,14,0,0
Sippar-Amnanum | Iraq | Archaeolist,/sites/iraq/sippar-amnanum,3,3,1,28,4,0,0
Skellig Michael | Ireland | Archaeolist,/sites/ireland/skellig-michael,3,3,1,7,12,0,0
Soho Foundry | United Kingdom | Archaeolist,/sites/united-kingdom/soho-foundry,3,3,1,0,9,0,0
Somma Vesuviana | Italy | Archaeolist,/sites/italy/somma-vesuviana,3,3,1,0,10,0,0
Southeastern Anatolia Archaeological Sites | Archaeolist,/sites/southeastern-anatolia,3,3,1,0,10,0,0
Speos Artemidos | Egypt | Archaeolist,/sites/egypt/speos-artemidos,3,2,1.5,2,8,0,0
Spy Cave | Belgium | Archaeolist,/sites/belgium/spy-cave,3,3,1,101,5,0,0
St. Victor Petroglyphs Provincial Park | Canada | Archaeolist,/sites/canada/st-victor-petroglyphs-provincial-park,3,3,1,0.6666666666666666,7,0,0
Stepanivka | Ukraine | Archaeolist,/sites/ukraine/stepanivka,3,3,1,22.666666666666668,12,0,0
Stilbaai Tidal Fish Traps | South Africa | Archaeolist,/sites/south-africa/stilbaai-tidal-fish-traps,3,7,0.42857142857142855,20.571428571428573,13,0,0
Tadrart Rouge | Algeria | Archaeolist,/sites/algeria/tadrart-rouge,3,3,1,26,12,0,0
Talampaya National Park | Argentina | Archaeolist,/sites/argentina/talampaya-national-park,3,3,1,9.666666666666666,7,0,0
Tamtoc | Mexico | Archaeolist,/sites/mexico/tamtoc,3,3,1,9,10,0,0
Tanfield Valley | Canada | Archaeolist,/sites/canada/tanfield-valley,3,3,1,13.333333333333334,10,0,0
Tanheli | China | Archaeolist,/sites/china/tanheli,3,3,1,0,10,0,0
Taosi | China | Archaeolist,/sites/china/taosi,3,4,0.75,3.5,13,0,0
Taposiris Magna | Egypt | Archaeolist,/sites/egypt/taposiris-magna,3,3,1,16.666666666666668,13,0,0
Tayma | Saudi Arabia | Archaeolist,/sites/saudi-arabia/tayma,3,2,1.5,35.5,7,0,0
Tel Zayit | Israel | Archaeolist,/sites/israel/tel-zayit,3,3,1,25.333333333333332,7,0,0
Tell Abu Hawam | Israel | Archaeolist,/sites/israel/tell-abu-hawam,3,2,1.5,17,7,0,0
Tell Arpachiyah | Iraq | Archaeolist,/sites/iraq/tell-arpachiyah,3,3,1,65.66666666666667,12,0,0
Tell Jemmeh | Israel | Archaeolist,/sites/israel/tell-jemmeh,3,2,1.5,0,11,0,0
Tell Qasile | Israel | Archaeolist,/sites/israel/tell-qasile,3,3,1,9.333333333333334,3,0,0
Tell es-Sawwan | Iraq | Archaeolist,/sites/iraq/tell-es-sawwan,3,4,0.75,3,10,0,0
Temple of Lemminkäinen | Finland | Archaeolist,/sites/finland/temple-of-lemminkainen,3,3,1,8,7,0,0
Tepe Hissar | Iran | Archaeolist,/sites/iran/tepe-hissar,3,2,1.5,12,6,0,0
Terina (ancient city) | Italy | Archaeolist,/sites/italy/terina-ancient-city,3,3,1,2,11,0,0
Teurnia | Austria | Archaeolist,/sites/austria/teurnia,3,3,1,5.333333333333333,9,0,0
Texcotzingo | Mexico | Archaeolist,/sites/mexico/texcotzingo,3,3,1,16,14,0,0
Tichit | Mauritania | Archaeolist,/sites/mauritania/tichit,3,2,1.5,110,10,0,0
Tigisis in Numidia | Algeria | Archaeolist,/sites/algeria/tigisis-in-numidia,3,3,1,4.666666666666667,11,0,0
Timna | Yemen | Archaeolist,/sites/yemen/timna,3,3,1,8,9,0,0
Tmutarakan | Russia | Archaeolist,/sites/russia/tmutarakan,3,3,1,38,10,0,0
Tomb of Fu Hao | China | Archaeolist,/sites/china/tomb-of-fu-hao,3,3,1,2.3333333333333335,9,0,0
Tombs of the Kings (Paphos) | Cyprus | Archaeolist,/sites/cyprus/tombs-of-the-kings-paphos,3,2,1.5,6,10,0,0
Toron | Lebanon | Archaeolist,/sites/lebanon/toron,3,2,1.5,5,12,0,0
Tur Shimon | Israel | Archaeolist,/sites/israel/tur-shimon,3,3,1,6.666666666666667,3,0,0
Turicum | Switzerland | Archaeolist,/sites/switzerland/turicum,3,3,1,52.666666666666664,12,0,0
Tuzigoot National Monument | United States | Archaeolist,/sites/united-states/tuzigoot-national-monument,3,3,1,2.6666666666666665,12,0,0
Umm el-Marra | Aleppo Governorate | Archaeolist,/sites/aleppo-governorate/umm-el-marra,3,3,1,0,9,0,0
Umma | Iraq | Archaeolist,/sites/iraq/umma,3,2,1.5,67.5,10,0,0
Uxbenka | Belize | Archaeolist,/sites/belize/uxbenka,3,3,1,0,9,0,0
Valley of the Golden Mummies | Egypt | Archaeolist,/sites/egypt/valley-of-the-golden-mummies,3,2,1.5,50.5,7,0,0
Varna Necropolis | Bulgaria | Archaeolist,/sites/bulgaria/varna-necropolis,3,3,1,37,10,0,0
Virnamäki | Finland | Archaeolist,/sites/finland/virnamaki,3,2,1.5,21,6,0,0
Vitcos | Cusco Region | Archaeolist,/sites/cusco-region/vitcos,3,2,1.5,11,9,0,0
Wadi Hammamat | Egypt | Archaeolist,/sites/egypt/wadi-hammamat,3,3,1,59.333333333333336,14,0,0
Wadi Hamra (Gilf Kebir) | Egypt | Archaeolist,/sites/egypt/wadi-hamra-gilf-kebir,3,3,1,1.3333333333333333,8,0,0
Wadi al-Jarf | Egypt | Archaeolist,/sites/egypt/wadi-al-jarf,3,3,1,48.666666666666664,8,0,0
Way of the Patriarchs | Israel | Archaeolist,/sites/israel/way-of-the-patriarchs,3,3,1,205,11,0,0
West Kennet Long Barrow | United Kingdom | Archaeolist,/sites/united-kingdom/west-kennet-long-barrow,3,3,1,0,9,0,0
West Ringstead | United Kingdom | Archaeolist,/sites/united-kingdom/west-ringstead,3,3,1,5.666666666666667,15,0,0
Wildebeest Kuil Rock Art Centre | South Africa | Archaeolist,/sites/south-africa/wildebeest-kuil-rock-art-centre,3,4,0.75,24.75,8,0,0
Wolf Cave | Finland | Archaeolist,/sites/finland/wolf-cave,3,3,1,12,6,0,0
Wonotobo Falls | Suriname | Archaeolist,/sites/suriname/wonotobo-falls,3,3,1,0.3333333333333333,11,0,0
Xianren Cave | China | Archaeolist,/sites/china/xianren-cave,3,3,1,6.333333333333333,11,0,0
Xunantunich | Belize | Archaeolist,/sites/belize/xunantunich,3,3,1,0.6666666666666666,7,0,0
Yanaimalai | India | Archaeolist,/sites/india/yanaimalai,3,3,1,0,9,0,0
Yanaque - Quilcamarca | Ancash Region | Archaeolist,/sites/ancash-region/yanaque-quilcamarca,3,3,1,0,9,0,0
Yokkaichi Cave Tomb Cluster | Japan | Archaeolist,/sites/japan/yokkaichi-cave-tomb-cluster,3,3,1,1.6666666666666667,12,0,0
Zhoukoudian Peking Man Site | China | Archaeolist,/sites/china/zhoukoudian-peking-man-site,3,3,1,121,9,0,0
Özkonak underground city | Turkey | Archaeolist,/sites/turkey/ozkonak-underground-city,3,3,1,0,10,0,0
Đevrske | Croatia | Archaeolist,/sites/croatia/evrske,3,3,1,0,9,0,0
404: This page could not be found.,/site/angkor,2,2,1,0,6,0,0
404: This page could not be found.,/site/chichen-itza,2,2,1,0,7,0,0
404: This page could not be found.,/site/giza-pyramid-complex,2,2,1,3.5,7,0,0
404: This page could not be found.,/site/pompeii,2,2,1,0,6,0,0
Aamaj Castle | Iran | Archaeolist,/sites/iran/aamaj-castle,2,2,1,15,4,0,0
Aartswoud | the Netherlands | Archaeolist,/sites/the-netherlands/aartswoud,2,2,1,11,7,0,0
Aberlemno | United Kingdom | Archaeolist,/sites/united-kingdom/aberlemno,2,2,1,1,10,0,0
Abila (Decapolis) | Jordan | Archaeolist,/sites/jordan/abila-decapolis,2,2,1,0,6,0,0
Abu Simbel | Egypt | Archaeolist,/sites/egypt/abu-simbel,2,3,0.6666666666666666,1.3333333333333333,8,0,0
Ad Quintum | Albania | Archaeolist,/sites/albania/ad-quintum,2,2,1,15,7,0,0
Adulis | Eritrea | Archaeolist,/sites/eritrea/adulis,2,2,1,0,6,0,0
Adullam | Israel | Archaeolist,/sites/israel/adullam,2,2,1,2.5,8,0,0
Agop Batu Tulug Caves | Malaysia | Archaeolist,/sites/malaysia/agop-batu-tulug-caves,2,2,1,23.5,3,0,0
Agrour Amogjar | Mauritania | Archaeolist,/sites/mauritania/agrour-amogjar,2,1,2,29,6,0,0
"Ahar, Uttar Pradesh | India | Archaeolist",/sites/india/ahar-uttar-pradesh,2,2,1,2,8,0,0
Ain Diwar Bridge | Syria | Archaeolist,/sites/syria/ain-diwar-bridge,2,2,1,2.5,9,0,0
Ain Sokhna | Egypt | Archaeolist,/sites/egypt/ain-sokhna,2,1,2,0,5,0,0
Ain W Zain | Lebanon | Archaeolist,/sites/lebanon/ain-w-zain,2,2,1,5.5,9,0,0
Airport Clear Zone Archeological Site | United States | Archaeolist,/sites/united-states/airport-clear-zone-archeological-site,2,2,1,0,6,0,0
Aizis | Romania | Archaeolist,/sites/romania/aizis,2,2,1,13.5,8,0,0
Ak-Saray Palace | Uzbekistan | Archaeolist,/sites/uzbekistan/ak-saray-palace,2,2,1,14,5,0,0
Akkanna Madanna Caves | India | Archaeolist,/sites/india/akkanna-madanna-caves,2,2,1,10,3,0,0
Al Naslaa | Saudi Arabia | Archaeolist,/sites/saudi-arabia/al-naslaa,2,2,1,0,6,0,0
Al-Dumayr | Syria | Archaeolist,/sites/syria/al-dumayr,2,2,1,0,6,0,0
Alikomektepe | Azerbaijan | Archaeolist,/sites/azerbaijan/alikomektepe,2,2,1,0,6,0,0
Altanagh | United Kingdom | Archaeolist,/sites/united-kingdom/altanagh,2,2,1,2.5,10,0,0
Amberley Museum & Heritage Centre | United Kingdom | Archaeolist,/sites/united-kingdom/amberley-museum-heritage-centre,2,2,1,0,6,0,0
Amyntaio | Greece | Archaeolist,/sites/greece/amyntaio,2,2,1,0,6,0,0
Anakalang | Indonesia | Archaeolist,/sites/indonesia/anakalang,2,1,2,0,4,0,0
Ancient Pap | Uzbekistan | Archaeolist,/sites/uzbekistan/ancient-pap,2,2,1,106,4,0,0
Angkor | Cambodia | Archaeolist,/sites/cambodia/angkor,2,2,1,7,4,0,0
Antigonia (Chaonia) | Albania | Archaeolist,/sites/albania/antigonia-chaonia,2,2,1,0,6,0,0
Antynanum | United Kingdom | Archaeolist,/sites/united-kingdom/antynanum,2,1,2,32,6,0,0
Anubanini rock relief | Iran | Archaeolist,/sites/iran/anubanini-rock-relief,2,2,1,507,2,0,0
Apollonia (Illyria) | Albania | Archaeolist,/sites/albania/apollonia-illyria,2,2,1,10,6,0,0
Aqua Augusta (Naples) | Italy | Archaeolist,/sites/italy/aqua-augusta-naples,2,2,1,16.5,8,0,0
Arapaj | Albania | Archaeolist,/sites/albania/arapaj,2,2,1,0,7,0,0
Arbel | Israel | Archaeolist,/sites/israel/arbel,2,2,1,19.5,2,0,0
Archaeolist,/sites/afghanistan/aq-kupruk,2,2,1,0,7,0,0
Archaeolist,/sites/afghanistan/ghazni,2,3,0.6666666666666666,0,6,0,0
Archaeolist,/sites/azerbaijan/soyuqbulaq-agstafa,2,2,1,0,4,0,0
Archaeolist,/sites/germany/groer-waldstein,2,2,1,0,8,0,0
Archaeolist,/sites/germany/niederstotzingen,2,2,1,0,7,0,0
Archaeolist,/sites/mexico/cerro-de-la-estrella-national-park,2,2,1,0,7,0,0
Archaeolist,/sites/south-africa/taung,2,2,1,0,7,0,0
Archaeolist,/sites/tanzania/olduvai-gorge-museum,2,3,0.6666666666666666,0,8,0,0
Archaeolist,/sites/yemen/shaharah,2,2,1,0,6,0,0
Archaeolist | Explore Archaeological Sites Worldwide,/,2,1,2,16,5,0,0
Archaeological Site of Sabratha | Libya | Archaeolist,/sites/libya/archaeological-site-of-sabratha,2,2,1,8.5,9,0,0
Archäologe,/,2,1,2,73,2,0,0
Ardmulchan Passage Tomb | Ireland | Archaeolist,/sites/ireland/ardmulchan-passage-tomb,2,2,1,0,6,0,0
Areni-1 winery | Armenia | Archaeolist,/sites/armenia/areni-1-winery,2,2,1,0,6,0,0
Arkeolist,/,2,4,0.5,49.5,8,0,0
Arlington Springs Man | United States | Archaeolist,/sites/united-states/arlington-springs-man,2,2,1,16,9,0,0
Armenia Archaeological Sites | Archaeolist,/sites/armenia,2,2,1,0,7,0,0
Artaxata | Armenia | Archaeolist,/sites/armenia/artaxata,2,2,1,0,6,0,0
Arzhan culture | Russia | Archaeolist,/sites/russia/arzhan-culture,2,1,2,4,5,0,0
"Asqalan, Afghanistan | Afghanistan | Archaeolist",/sites/afghanistan/asqalan-afghanistan,2,2,1,1,4,0,0
Astuvansalmi rock paintings | Finland | Archaeolist,/sites/finland/astuvansalmi-rock-paintings,2,2,1,4,4,0,0
Aten (city) | Egypt | Archaeolist,/sites/egypt/aten-city,2,2,1,6,9,0,0
"Augustinian Friary of the Most Holy Trinity, Dublin | Ireland | Archaeolist",/sites/ireland/augustinian-friary-of-the-most-holy-trinity-dublin,2,1,2,0,7,0,0
Aveline's Hole | United Kingdom | Archaeolist,/sites/united-kingdom/avelines-hole,2,2,1,6.5,7,0,0
Baalbek | Lebanon | Archaeolist,/sites/lebanon/baalbek,2,2,1,5,7,0,0
Badhër Castle | Albania | Archaeolist,/sites/albania/badher-castle,2,2,1,1,4,0,0
Bagai | Algeria | Archaeolist,/sites/algeria/bagai,2,2,1,0,6,0,0
Bahal temple | Indonesia | Archaeolist,/sites/indonesia/bahal-temple,2,2,1,18,7,0,0
Bahrain Archaeological Sites | Archaeolist,/sites/bahrain,2,2,1,12.5,7,0,0
Baiheliang Underwater Museum | China | Archaeolist,/sites/china/baiheliang-underwater-museum,2,2,1,2.5,8,0,0
Baijia culture | China | Archaeolist,/sites/china/baijia-culture,2,2,1,0,6,0,0
Balanica | Serbia | Archaeolist,/sites/serbia/balanica,2,2,1,3,7,0,0
Balawat | Iraq | Archaeolist,/sites/iraq/balawat,2,2,1,0,6,0,0
Balcón de Montezuma | Mexico | Archaeolist,/sites/mexico/balcon-de-montezuma,2,2,1,26.5,8,0,0
Balis (Syria) | Syria | Archaeolist,/sites/syria/balis-syria,2,2,1,198.5,6,0,0
Ballana | Egypt | Archaeolist,/sites/egypt/ballana,2,2,1,3.5,6,0,0
Banesh | Iran | Archaeolist,/sites/iran/banesh,2,2,1,0,6,0,0
Bannaventa | United Kingdom | Archaeolist,/sites/united-kingdom/bannaventa,2,2,1,7,7,0,0
Batadombalena | Sri Lanka | Archaeolist,/sites/sri-lanka/batadombalena,2,2,1,0.5,7,0,0
Bathory Cave | Hungary | Archaeolist,/sites/hungary/bathory-cave,2,2,1,2,7,0,0
Baumann's Cave | Germany | Archaeolist,/sites/germany/baumanns-cave,2,2,1,68.5,3,0,0
Bavikonda | India | Archaeolist,/sites/india/bavikonda,2,2,1,0,6,0,0
Bead Hill | Canada | Archaeolist,/sites/canada/bead-hill,2,2,1,0,6,0,0
Beckhampton Avenue | United Kingdom | Archaeolist,/sites/united-kingdom/beckhampton-avenue,2,2,1,0,6,0,0
Behbeit El Hagar | Egypt | Archaeolist,/sites/egypt/behbeit-el-hagar,2,2,1,7.5,7,0,0
Behistun Inscription | Iran | Archaeolist,/sites/iran/behistun-inscription,2,3,0.6666666666666666,13.333333333333334,8,0,0
Beikthano | Myanmar | Archaeolist,/sites/myanmar/beikthano,2,2,1,6,8,0,0
Belintash | Bulgaria | Archaeolist,/sites/bulgaria/belintash,2,2,1,0,6,0,0
Berel kurgan | Kazakhstan | Archaeolist,/sites/kazakhstan/berel-kurgan,2,1,2,0,4,0,0
Bhitargarh | Bangladesh | Archaeolist,/sites/bangladesh/bhitargarh,2,2,1,6.5,9,0,0
Bijaći | Croatia | Archaeolist,/sites/croatia/bijaci,2,2,1,0.5,8,0,0
Bimaran | Afghanistan | Archaeolist,/sites/afghanistan/bimaran,2,2,1,10,6,0,0
Bir el Ater | Algeria | Archaeolist,/sites/algeria/bir-el-ater,2,2,1,19,7,0,0
Bizzicu Rossu | France | Archaeolist,/sites/france/bizzicu-rossu,2,2,1,33,7,0,0
"Blagaj, Mostar | Bosnia and Herzegovina | Archaeolist",/sites/bosnia-and-herzegovina/blagaj-mostar,2,2,1,0,6,0,0
Blagdon Lake | United Kingdom | Archaeolist,/sites/united-kingdom/blagdon-lake,2,2,1,0.5,9,0,0
Blakeney Chapel | United Kingdom | Archaeolist,/sites/united-kingdom/blakeney-chapel,2,2,1,0,6,0,0
Bluefish Caves | Canada | Archaeolist,/sites/canada/bluefish-caves,2,2,1,5,4,0,0
Bom Jesus (ship) | Namibia | Archaeolist,/sites/namibia/bom-jesus-ship,2,2,1,10.5,8,0,0
Boncuklu Tarla | Turkey | Archaeolist,/sites/turkey/boncuklu-tarla,2,2,1,4,10,0,0
Borgring | Denmark | Archaeolist,/sites/denmark/borgring,2,2,1,5,7,0,0
Bosutswe | Botswana | Archaeolist,/sites/botswana/bosutswe,2,2,1,0,6,0,0
Bou-Hedma National Park | Tunisia | Archaeolist,/sites/tunisia/bou-hedma-national-park,2,2,1,0,7,0,0
Boxgrove Palaeolithic site | United Kingdom | Archaeolist,/sites/united-kingdom/boxgrove-palaeolithic-site,2,2,1,28,9,0,0
Brick Palace | United States | Archaeolist,/sites/united-states/brick-palace,2,2,1,0,6,0,0
Brooman Point Village | Canada | Archaeolist,/sites/canada/brooman-point-village,2,2,1,2,8,0,0
Brunei Archaeological Sites | Archaeolist,/sites/brunei,2,2,1,1,8,0,0
Bubastis | Egypt | Archaeolist,/sites/egypt/bubastis,2,2,1,16.5,9,0,0
Bunjikat (archeological site) | Tajikistan | Archaeolist,/sites/tajikistan/bunjikat-archeological-site,2,4,0.5,10,10,0,0
Bura culture | Burkina Faso | Archaeolist,/sites/burkina-faso/bura-culture,2,2,1,0,6,0,0
Burnt Fen | United Kingdom | Archaeolist,/sites/united-kingdom/burnt-fen,2,2,1,2,9,0,0
"Busaira, Jordan | Jordan | Archaeolist",/sites/jordan/busaira-jordan,2,2,1,47.5,9,0,0
Bush Barrow | United Kingdom | Archaeolist,/sites/united-kingdom/bush-barrow,2,2,1,3,9,0,0
Byblos | Lebanon | Archaeolist,/sites/lebanon/byblos,2,2,1,1.5,8,0,0
Bylazora | North Macedonia | Archaeolist,/sites/north-macedonia/bylazora,2,1,2,105,4,0,0
Caballo Muerto | La Libertad Region | Archaeolist,/sites/la-libertad-region/caballo-muerto,2,2,1,0,6,0,0
Cahal Pech | Belize | Archaeolist,/sites/belize/cahal-pech,2,2,1,10,6,0,0
Cahuachi | Peru | Archaeolist,/sites/peru/cahuachi,2,2,1,11,6,0,0
Calama (Numidia) | Algeria | Archaeolist,/sites/algeria/calama-numidia,2,2,1,20,6,0,0
Calico Early Man Site | United States | Archaeolist,/sites/united-states/calico-early-man-site,2,2,1,45.5,7,0,0
Cameroon Archaeological Sites | Archaeolist,/sites/cameroon,2,2,1,0,7,0,0
Canteen Kopje | South Africa | Archaeolist,/sites/south-africa/canteen-kopje,2,2,1,1,4,0,0
Cantona (archaeological site) | Mexico | Archaeolist,/sites/mexico/cantona-archaeological-site,2,1,2,0,4,0,0
Capitolias | Jordan | Archaeolist,/sites/jordan/capitolias,2,2,1,23.5,9,0,0
Carachupa | Amazonas Region | Archaeolist,/sites/amazonas-region/carachupa,2,2,1,0,7,0,0
Carchemish | Turkey | Archaeolist,/sites/turkey/carchemish,2,2,1,14,7,0,0
Carns Cairn | Ireland | Archaeolist,/sites/ireland/carns-cairn,2,2,1,0,6,0,0
Caskieben | United Kingdom | Archaeolist,/sites/united-kingdom/caskieben,2,1,2,23,6,0,0
Catacombs of Kom El Shoqafa | Egypt | Archaeolist,/sites/egypt/catacombs-of-kom-el-shoqafa,2,2,1,11.5,7,0,0
Catania | Italy | Archaeolist,/sites/italy/catania,2,2,1,39,3,0,0
Cathedral Ruins in Hamar | Norway | Archaeolist,/sites/norway/cathedral-ruins-in-hamar,2,1,2,24,4,0,0
Cave of Chufín | Spain | Archaeolist,/sites/spain/cave-of-chufin,2,2,1,0,6,0,0
Cave of Horrors | Israel | Archaeolist,/sites/israel/cave-of-horrors,2,3,0.6666666666666666,56.666666666666664,9,0,0
Cenabum | France | Archaeolist,/sites/france/cenabum,2,2,1,8.5,5,0,0
Cerro Sechín | Ancash Region | Archaeolist,/sites/ancash-region/cerro-sechin,2,2,1,22.5,4,0,0
Cerro de las Mesas | Mexico | Archaeolist,/sites/mexico/cerro-de-las-mesas,2,2,1,4,7,0,0
Chandrapur University | Bangladesh | Archaeolist,/sites/bangladesh/chandrapur-university,2,2,1,0,7,0,0
Chanquillo | Ancash Region | Archaeolist,/sites/ancash-region/chanquillo,2,2,1,4.5,8,0,0
Chao Hu Lake Archaeological Sites | China | Archaeolist,/sites/china/chao-hu-lake-archaeological-sites,2,2,1,0,7,0,0
"Charax, Crimea | Ukraine | Archaeolist",/sites/ukraine/charax-crimea,2,2,1,0,6,0,0
Charlie Lake Cave | Canada | Archaeolist,/sites/canada/charlie-lake-cave,2,2,1,0,6,0,0
Chauvet Cave | France | Archaeolist,/sites/france/chauvet-cave,2,2,1,5.5,3,0,0
Chengtoushan | China | Archaeolist,/sites/china/chengtoushan,2,2,1,0,7,0,0
Cheung Ang temple | Cambodia | Archaeolist,/sites/cambodia/cheung-ang-temple,2,2,1,1.5,10,0,0
Chibuene | Mozambique | Archaeolist,/sites/mozambique/chibuene,2,1,2,172,3,0,0
Chichen Itza | Mexico | Archaeolist,/sites/mexico/chichen-itza,2,2,1,2,7,0,0
Chiquihuitillos | Mexico | Archaeolist,/sites/mexico/chiquihuitillos,2,2,1,4.5,10,0,0
"Chitina, Alaska | United States | Archaeolist",/sites/united-states/chitina-alaska,2,2,1,0,6,0,0
Choga Mami | Iraq | Archaeolist,/sites/iraq/choga-mami,2,1,2,8,7,0,0
Church of Saints Clement and Panteleimon | North Macedonia | Archaeolist,/sites/north-macedonia/church-of-saints-clement-and-panteleimon,2,1,2,35,4,0,0
Church of St. John at Kaneo | North Macedonia | Archaeolist,/sites/north-macedonia/church-of-st-john-at-kaneo,2,1,2,47,4,0,0
Ciudad Perdida | Colombia | Archaeolist,/sites/colombia/ciudad-perdida,2,2,1,0,6,0,0
"Clare, Suffolk | United Kingdom | Archaeolist",/sites/united-kingdom/clare-suffolk,2,2,1,3.5,9,0,0
Clava cairn | United Kingdom | Archaeolist,/sites/united-kingdom/clava-cairn,2,2,1,0,6,0,0
Coneybury Anomaly | United Kingdom | Archaeolist,/sites/united-kingdom/coneybury-anomaly,2,2,1,1,4,0,0
Cosa | Italy | Archaeolist,/sites/italy/cosa,2,2,1,0,6,0,0
Coxcatlan Cave | Mexico | Archaeolist,/sites/mexico/coxcatlan-cave,2,3,0.6666666666666666,8.333333333333334,10,0,0
Ctesiphon | Iraq | Archaeolist,/sites/iraq/ctesiphon,2,1,2,0,5,0,0
Cueva de las Manos | Argentina | Archaeolist,/sites/argentina/cueva-de-las-manos,2,2,1,7.5,5,0,0
Cusae | Egypt | Archaeolist,/sites/egypt/cusae,2,2,1,15.5,8,0,0
Dadiwan culture | China | Archaeolist,/sites/china/dadiwan-culture,2,2,1,0,7,0,0
"Dalton, Israel | Israel | Archaeolist",/sites/israel/dalton-israel,2,1,2,387,6,0,0
Damjili Cave | Azerbaijan | Archaeolist,/sites/azerbaijan/damjili-cave,2,2,1,8,5,0,0
Darra-e Kur | Afghanistan | Archaeolist,/sites/afghanistan/darra-e-kur,2,2,1,0.5,7,0,0
Dartmoor crosses | United Kingdom | Archaeolist,/sites/united-kingdom/dartmoor-crosses,2,2,1,5.5,8,0,0
Dasht-e Nawar | Afghanistan | Archaeolist,/sites/afghanistan/dasht-e-nawar,2,2,1,1.5,4,0,0
Dayangzhou site | China | Archaeolist,/sites/china/dayangzhou-site,2,2,1,27.5,6,0,0
De Profundis Stone | Ireland | Archaeolist,/sites/ireland/de-profundis-stone,2,2,1,22.5,9,0,0
Deer Cave (Otranto) | Italy | Archaeolist,/sites/italy/deer-cave-otranto,2,2,1,3,7,0,0
Dibsi Faraj | Syria | Archaeolist,/sites/syria/dibsi-faraj,2,2,1,0,6,0,0
Dilbat | Iraq | Archaeolist,/sites/iraq/dilbat,2,2,1,16.5,9,0,0
Dilberjin Tepe | Afghanistan | Archaeolist,/sites/afghanistan/dilberjin-tepe,2,2,1,1,4,0,0
Diy-Gid-Biy | Cameroon | Archaeolist,/sites/cameroon/diy-gid-biy,2,2,1,7.5,6,0,0
Djenné-Djenno | Mali | Archaeolist,/sites/mali/djenne-djenno,2,2,1,0,6,0,0
"Doaksville, Choctaw Nation | United States | Archaeolist",/sites/united-states/doaksville-choctaw-nation,2,2,1,1,8,0,0
Dolmen de Axeitos | Spain | Archaeolist,/sites/spain/dolmen-de-axeitos,2,2,1,2,8,0,0
Drachenhöhle | Austria | Archaeolist,/sites/austria/drachenhohle,2,2,1,0,6,0,0
"Dragon Hill, Uffington | United Kingdom | Archaeolist",/sites/united-kingdom/dragon-hill-uffington,2,2,1,0,6,0,0
Dundo | Angola | Archaeolist,/sites/angola/dundo,2,2,1,0,8,0,0
Dungur | Ethiopia | Archaeolist,/sites/ethiopia/dungur,2,2,1,0.5,4,0,0
Dur-Kurigalzu | Iraq | Archaeolist,/sites/iraq/dur-kurigalzu,2,2,1,0,7,0,0
Dynge Castle | Sweden | Archaeolist,/sites/sweden/dynge-castle,2,2,1,24.5,6,0,0
Dzibilchaltun | Mexico | Archaeolist,/sites/mexico/dzibilchaltun,2,1,2,78,3,0,0
Edfu-Project | Egypt | Archaeolist,/sites/egypt/edfu-project,2,2,1,16,8,0,0
Eifel Aqueduct | Germany | Archaeolist,/sites/germany/eifel-aqueduct,2,1,2,24,4,0,0
Ein Avdat | Israel | Archaeolist,/sites/israel/ein-avdat,2,2,1,6,7,0,0
El Harrouch | Algeria | Archaeolist,/sites/algeria/el-harrouch,2,2,1,0,6,0,0
"El Matareya, Cairo | Egypt | Archaeolist",/sites/egypt/el-matareya-cairo,2,2,1,2.5,7,0,0
El Qattah | Egypt | Archaeolist,/sites/egypt/el-qattah,2,1,2,190,9,0,0
El Wad | Israel | Archaeolist,/sites/israel/el-wad,2,2,1,11.5,8,0,0
